tweet,length,label
Taliban wont listen to Afghan scholars but theyll listen to this Pakistani I have zero respect for this guy Who is he A Mufti of some terrorist ISI madrassa We have plenty of Mullahs who are far superior to him in many ways and were a Muslim country,255,1
      Terminologicak Differance hum bad mein v sort out kar sakte hain Terminologies ka aksar bada confusion rehta Hain Isi context mein le lolog Two Nation Theory aur Partition ke bich ka subtle differance nahi janteaur kuch terrorist aur political assasin ka Kher ,276,0
Is not happy on it So ISI Abdullahs Muftis INC  CPIM AAP etc So this is the support Terrorists getting from punjab based Khalistanis as well But why dont we send our boys in Anti Armour piercing vehicles Why no Armed convey  infront of them as we all know those pigs,280,1
 The fortytwo odd terrorist training camps run by Pakistans notorious ISI as part of their Global Islamic Jehad exposed in Operation alNagrib an unputdownable spy thriller Order your copy from  ,199,1
 I repeat  that in Doha Talib terrorist was just a name   The deal actually signed between evil CIA amp its terrorist child ISIISIS which paved the way for a USPakistan military coup against legitimate AFG GOV with the help of great traitor SS3 Karzai Abdullah,271,1
 not ISIS but these all do by Pakistan army isi Pak Army promote and supply terrorists They bombarded on houses of khost which they killed more than 50 children women and elder,182,1
Pakistani terrorist intelligence ISI and MI had burnt to death Srai Qurban Khuawer Ruplo Choliani and Noorullah Tunio   In Larkana Sindh  Jeay Sindh Freedom Movement pays tribute to martyrs            ,203,1
 when did Russia do anything to harm India Beth US has been indirectly funding terrorists via the Pakistani ISI that have killed thousands of Indians if they break ties with anyone it should be the US not to mention the trillions looted by the East India company then the Raj,279,1
 ISIS is another side of coin run by ISI so Afghanistan people choice between bad amp worst but its clear both Taliban amp ISIS are terrorist organizations amp work in coordination They ruined Afghanistan for years amp now they took Afghanistan to the darkest day once again,285,1
The Kashmir issue is nothing but terrorism amp unrest being waged by Pakistan by sending Islamic terrorists to Indian soil If the conspiratorial root of the Kashmir Problem is to be understood then the GHQ amp ISI of Rawalpindi should be caught     ,256,1
Around thirty madrasas are working in  it becomes easier for  to send their newly trained terrorist into Kashmir via these madrasas  ISI funds these madrasas to raise a new group of terrorists     ,199,1
   From 2 million Afghans that lost their lives because of evil CIA and its terrorist child ISIISISs Jihadwar in Afghanistan 95 are Pashtoons  So open your mouth the mouth of a shameless parrot of evil CIA when you learned the truth,237,1
You may underestimate the tendency of people to believe comforting lies I just saw a leading columnist  genuinely believe the ISI that the IAF had hit a couple of trees in Balakot He was not willing to accept that the Indian strike had probably wiped out 350500 terrorists,276,1
  Khalistanis are not Sikhskhalistan supporters and anti Indians are not SikhsThey are dogs of ISI and izlamic terrorists,126,1
 Now u understand why was she therea terrorist attackLooks like the US has started the funding again to ISI amp Pak Armyshame  ,144,1
   The constitution was made by the British and Jina was himself a British dog What are you talking about There is no such constitution in so called Pakistan  The British has made it and the terrorist ISI taking it forward and there is no rule of law for the people Its the army,282,1
 Hello Dr Asad   I would like to comment here    No body hates Pakistani Nation they are our equal brothers in Faith Yes but we do hate ISI and PK governments because of supporting Taliban Terrorists,203,0
   Dear the violence on the other side is because of the terrorists your country is training and sending Just dont blindly oppose me do some little research about border infiltrations in kashmir and comment back Your ISI and Army dont want stability in kashmir,265,1
Yes    we are killing   supported amp trained  every day  will continue neutralising  with lethal bullets We facilitate the journey of  from  to   ,152,0
 Tiger Abhi Zinda Hai explained RAW and ISI working together to nab Terrorist,81,0
Pakistan ISI and D companysponsored terror module revealed in a terror dossier It revealed Pakistan is training terrorists with the help of Dawood Ibrahim  Watch the video to know more       ,195,1
 Sirajuddin   a terrorist with ISI  leading Taliban GOV This Pig is Evil man not Khalifa amp Cant read Quran All the killing is happening by Sirajuddin Pakistani amp with Taliban32 million Afghans get up amp  fight backKick Talibanout amp Free Afghanistan,268,1
 NRF the terrorist group Loyal Slaves of ISI CIA France and Iran,67,1
 ALL THE  pakis isi NRF DOSTUM SALEH TEPRRISTS WILL BE ELIMINATEDIN AFGHANISTAN WE DONT WAN TERRORISTS THERE,108,1
  US lost to Pakistan in Afghanistan Taliban was created by Pakistan ISI supplied by PK given sanctuary in PK  But the loss was really a failure of war aims Initially it was to retaliate and to crush terrorist groups Then it became nation building forever fighting,273,0
Pakistan oligarchy mafia has hijacked Pakistani nationthese 20000 mafia are all same from insidePMimranNawazZardari are involved in  and  Pakistani army ISIIB running terrorists sleeper cell worldwideWe strongly condemned ,229,1
 50 Sikh families were killed inside Gurdwara by Pakistani ISI sponsored terrorists Recently Maharaja Ranjit Singh Statue was kicked and demolished by Pakistani Muslims So the Sikhs opposing KF are not real Sikhs they are paid actors,236,1
 This is job of Haqqani Fascist heroin Mafia foreigners spy Agency landghar terrorist of Pakistan ISI against Hazara   ,122,1
no body could forget COIMBATORE BLASTS killed 54 innocents and the ISI terrorists used DMK for cover up and DMK wanted them to be releaed  permanantly from JAIL you BASTD dmk first demand from governor this one,211,1
  you have rightly said that we the Indians are responsible for genocide of Muslim Terrorists which are trained amp funded by your  amp  Indian Army is committed to the cleansing of every Muslim Terrorist who are threat to India  ,236,1
 These Punjabi ISI and Qatar Fascist heroin Mafia and mixed up with terrorist wants To band the games because they want to send our youth to Haqqani madrass to become Suicide for their future war this is happing right now,223,1
   Mystery to We the People Kapil Sibal Congress Advocate of Terrorists stone pelters PFI ISI agents Other countries stone pelting on police shot as terrorists Indian security forces restraint But Congress is Anti India Paid Agents of PakChina Doomed,259,1
 You parroted evil CIAZalilzad and empowered evil Taliban Terrorists ISISISI  No Afghan should trust you in particular your head that without doubt is an agent of Mi6 or CIA,176,1
We do not need your sympathy but controlling  THUGs   ,56,0
Delhi Police opened the raw letter of terrorist plans and exposed Pakistans pole exposedISI  ,94,1
Pakistans ISI and its army they are the main sponsors of this wild Taliban terrorist group to slaughter innocent people in Afghanistan   ,140,1
  After taking powerTaliban stopped killing people through booby traps This terrorist task has been taken over by other terrorists It could be NAlliance ISIK ISI with CIA scattered Taliban They killing students praying people ordinary Afghan etc,256,1
 network amp supporters apologists are part of this crime all  groups run by ISI and these savages  ,103,1
 Very true  Armys primary job is defend borders ISI must ensure no terror attacks happen in Pak Army Generals must ensure our troops are not easy target for terrorists  Sipahi keep laying life for country while they are under equipped  Generals hide behind their sacrifices,281,1
Two men who were about to launch bombings in India on the orders of  were captured they claimed that one of the men involved in the 1993 Mumbai blasts is now hiding in  Isnt it proof  is indeed a safehaven for terrorists   ,227,1
 All are ISI games is being indirectly blasted through renounced International Jihidi full Islamic terrorist groups,117,1
Pakistani terrorist army killed Sarai Kurban Khawar Ruplo Choliani and Noorullah Tunio  Pakistani terrorist intelligence ISI and MI involved in enforced disappearances and mutilation of political workers in Sindh  JSFM       ,229,1
Pakistani terrorist army killed Sarai Kurban Khawar Ruplo Choliani and Noorullah Tunio  Pakistani terrorist intelligence ISI and MI involved in enforced disappearances and mutilation of political workers in Sindh  JSFM       ,229,1
   And i am not saying all pashtoons are spies but the americans came to afg bkaz of pashtoons the isi chief came to kabul to appoint the terrorists who are pashtoons not hazarasiranians are supporting the terrorists who are pashtoons But lets scream that hazaras are the spies,283,0
 This is a old Pakistan intelligence habit Im afraid Their ISI spends more time viewing private family sex scenes using mobile phone virus software and hidden cameras even in foreign embassy staff bedrooms than observing terrorists,234,1
 After years of the US funding terrorist groups in Pakistan indirectly through the ISI that attack India they know better than to support another US led war Jihadists in Libya and Iraq now Nazis in Ukraine there is no depths to which they wont sink,254,1
Two major news came from  in last 1 week 1 Disappearance of Gulab Singh Shaheen by ISI 2 Attack on Mastan Singh and his son by Islamic terrorists Even Advocate Dhami of  has reacted on disappearance      ,210,1
 Wo kwon namak haram hai jo Radical terrorists ke sath hai jo khata yaha ka hai aur aur sath ISI ka deta hai this my country I cant allowed any Rohingyas or Bangladeshi Radical Islamic terrorists in my Hindustan I request to our agencies start investigating all anti nationals,276,1
